id,age,experience_years,education_level,hours_per_week,annual_income,credit_score,will_purchase
1904,66,41,HighSchool,28,96984,553,0
1905,19,0,HighSchool,28,10065,641,0
1906,42,18,Masters,28,34353,701,0
1907,63,41,HighSchool,41,107141,560,0
1908,55,36,HighSchool,24,69407,584,0
1909,46,22,PhD,47,56325,727,1
1910,26,6,HighSchool,29,51850,592,0
1911,41,16,PhD,40,34632,681,0
1912,55,33,HighSchool,34,65783,711,1
1913,54,30,Masters,40,49163,728,0
1914,27,9,Bachelors,47,25415,639,0
1915,57,34,HighSchool,42,71765,684,1
1916,35,10,PhD,34,51501,611,1
1917,34,15,Bachelors,37,55559,686,1
1918,50,30,HighSchool,58,104526,547,0
1919,52,31,HighSchool,51,74198,636,1
1920,31,9,PhD,48,17156,632,0
1921,36,17,HighSchool,48,68197,597,0
1922,23,3,Masters,27,58234,625,1
1923,65,44,HighSchool,40,92298,702,1
1924,47,28,Masters,22,28390,716,0
1925,68,45,Bachelors,55,74212,528,0
1926,20,2,Bachelors,28,4746,576,0
1927,32,11,Masters,50,64166,754,1
1928,64,39,Masters,28,84929,785,1
1929,51,30,HighSchool,47,87574,686,1
1930,31,11,HighSchool,46,39144,560,0
1931,58,37,Masters,50,42812,616,0
1932,37,16,Masters,51,33386,656,0
1933,56,33,PhD,38,77017,669,1
1934,66,44,PhD,48,77114,741,1
1935,25,5,PhD,40,30617,595,0
1936,43,23,PhD,51,44487,586,0
1937,19,0,Masters,52,41965,783,0
1938,44,26,Masters,36,54989,585,0
1939,69,44,PhD,45,85962,673,1
1940,49,28,Masters,60,76977,595,0
1941,44,23,Bachelors,54,69511,744,1
1942,57,34,Bachelors,58,42590,607,0
1943,19,0,HighSchool,41,54102,587,0
1944,53,34,HighSchool,53,81267,734,1
1945,28,4,Bachelors,38,46640,504,0
1946,39,15,Bachelors,55,50780,484,0
1947,20,2,HighSchool,52,24154,698,0
1948,28,6,Masters,21,36733,769,0
1949,33,15,Masters,27,51734,587,0
1950,43,23,Masters,25,70860,688,1
1951,63,39,HighSchool,20,71935,562,0
1952,27,8,PhD,32,53751,529,0
1953,68,45,PhD,52,89079,590,0
1954,47,26,HighSchool,36,81289,632,1
1955,42,20,PhD,25,54157,720,1
1956,35,10,Masters,54,33486,647,0
1957,49,25,Masters,54,62567,575,0
1958,54,36,PhD,34,57261,676,1
1959,24,2,Masters,29,46089,472,0
1960,24,4,Bachelors,51,34871,633,0
1961,43,18,Bachelors,23,49747,596,0
1962,37,14,Bachelors,22,34997,731,0
1963,44,26,Masters,33,61944,525,0
1964,52,27,Masters,35,52621,748,1
1965,50,31,HighSchool,47,66735,585,0
1966,66,48,Bachelors,53,93394,607,1
1967,46,27,HighSchool,47,45467,652,0
1968,51,26,Bachelors,55,65918,654,1
1969,25,1,Masters,37,11778,636,0
1970,41,21,Bachelors,38,46562,643,0
1971,57,34,Masters,50,41561,687,0
1972,65,45,Bachelors,53,86200,572,0
1973,38,14,Bachelors,29,-1154,690,0
1974,18,0,Bachelors,32,23182,568,0
1975,39,20,HighSchool,59,53118,657,1
1976,40,19,Masters,60,70574,654,1
1977,36,12,Masters,43,36488,599,0
1978,34,13,HighSchool,57,66680,742,1
1979,35,15,Masters,56,76235,724,1
1980,55,31,Masters,56,76765,557,0
1981,35,10,Bachelors,30,51892,650,1
1982,31,12,Bachelors,29,58690,772,1
1983,38,19,HighSchool,28,35098,644,0
1984,60,35,Masters,39,66207,649,1
1985,53,29,PhD,44,64186,586,0
1986,51,28,HighSchool,58,91475,503,0
1987,58,36,Bachelors,47,61132,619,1
1988,68,46,HighSchool,55,109315,590,0
1989,29,11,Masters,49,49696,586,0
1990,45,24,Bachelors,44,37448,765,0
1991,18,0,PhD,43,31329,648,0
1992,37,14,HighSchool,43,65008,608,1
1993,18,0,HighSchool,37,21585,595,0
1994,62,40,Masters,60,104296,682,1
1995,19,0,PhD,51,46809,753,0
1996,59,40,HighSchool,43,112176,676,1
1997,27,7,Bachelors,25,10520,715,0
1998,21,0,HighSchool,40,47383,700,0
1999,30,12,Masters,40,53712,624,1
2000,55,32,HighSchool,45,52636,702,1
2001,21,2,Bachelors,52,45092,694,0
2002,29,4,HighSchool,37,18108,582,0
2003,44,24,HighSchool,39,58426,714,1
2004,39,14,HighSchool,56,59435,637,1
2005,23,3,HighSchool,31,24235,739,0
2006,19,0,HighSchool,33,19115,590,0
2007,64,43,Masters,32,80800,535,0
2008,37,19,PhD,38,57806,684,1
2009,38,14,Bachelors,32,44972,696,0
2010,36,14,PhD,36,59348,685,1
2011,41,18,PhD,60,56065,610,1
2012,55,31,Bachelors,54,29991,556,0
2013,45,22,Masters,33,34710,804,0
2014,53,31,HighSchool,52,74499,596,0
2015,47,25,HighSchool,27,37036,639,0
2016,48,28,PhD,57,62146,730,1
2017,60,42,Masters,26,57411,547,0
2018,18,0,PhD,50,24001,737,0
2019,24,4,Masters,39,46335,725,0
2020,66,48,PhD,59,76382,674,1
2021,45,21,PhD,35,55465,717,1
2022,39,14,PhD,39,81908,690,1
2023,32,13,PhD,47,55308,478,0
2024,43,25,Bachelors,52,71961,701,1
2025,56,35,Bachelors,28,56712,544,0
2026,21,2,Masters,29,36383,576,0
2027,28,3,HighSchool,29,35126,690,0
2028,37,18,Bachelors,35,62166,591,0
2029,64,43,Bachelors,55,96314,594,0
2030,48,28,Masters,26,38927,669,0
2031,62,41,PhD,44,93884,554,0
2032,66,47,PhD,28,70184,798,1
2033,43,20,Masters,47,42894,600,0
2034,40,15,HighSchool,34,55271,621,1
2035,33,10,Masters,41,43453,649,0
2036,56,32,HighSchool,34,74859,684,1
2037,31,9,PhD,25,26637,736,0
2038,45,25,Masters,39,40611,734,0
2039,20,0,PhD,31,41042,740,0
2040,24,0,HighSchool,42,29887,620,0
2041,43,25,Bachelors,40,74314,710,1
2042,61,36,HighSchool,51,65804,564,0
2043,45,27,Masters,47,65344,749,1
2044,56,31,Masters,50,65363,518,0
2045,41,22,Bachelors,47,46039,636,0
2046,61,42,Bachelors,20,58189,789,1
2047,55,33,Bachelors,52,84505,545,0
2048,47,23,HighSchool,49,60788,684,1
2049,49,24,Masters,23,73224,581,0
2050,34,10,Masters,38,43745,634,0
2051,35,15,Masters,42,36445,687,0
2052,37,19,HighSchool,42,53305,564,0
2053,43,22,Bachelors,25,46300,642,0
2054,27,2,PhD,37,24134,713,0
2055,57,36,PhD,22,82645,681,1
2056,27,8,PhD,52,51229,646,1
2057,58,36,PhD,45,113097,674,1
2058,34,15,PhD,27,51383,562,0
2059,37,16,HighSchool,43,42746,628,0
2060,45,23,Bachelors,37,54110,649,1
2061,43,23,Masters,37,68914,651,1
2062,68,44,Bachelors,37,81731,744,1
2063,58,35,HighSchool,34,75912,758,1
2064,32,13,Masters,58,62287,567,0
2065,58,35,PhD,50,79157,645,1
2066,39,16,Masters,48,70639,762,1
2067,49,28,Bachelors,44,66662,667,1
2068,54,35,PhD,55,84720,647,1
2069,65,42,Masters,38,81888,573,0
2070,47,29,Bachelors,59,54430,600,0
2071,54,30,PhD,21,62406,592,0
2072,65,40,Bachelors,44,88213,632,1
2073,56,37,HighSchool,45,87137,850,1
2074,54,32,Bachelors,30,71978,449,0
2075,43,19,Masters,33,35036,696,0
2076,38,15,HighSchool,60,56967,588,0
2077,52,28,Bachelors,45,50358,652,1
2078,70,45,Bachelors,31,82307,653,1
2079,39,14,Bachelors,26,28377,718,0
2080,44,20,Bachelors,60,72510,659,1
2081,57,38,PhD,21,66733,697,1
2082,54,29,HighSchool,43,87836,663,1
2083,68,44,Bachelors,30,58604,679,1
2084,33,13,PhD,32,39689,702,0
2085,19,0,PhD,49,35334,745,0
2086,33,13,PhD,52,34128,551,0
2087,39,19,Bachelors,49,56502,623,1
2088,65,47,PhD,53,122150,646,1
2089,22,0,Masters,54,55021,733,1
2090,59,41,PhD,50,86672,628,1
2091,69,45,HighSchool,43,59179,744,1
2092,58,33,PhD,27,90822,732,1
2093,66,47,Bachelors,43,77626,683,1
2094,33,8,Bachelors,36,58020,707,1
2095,22,0,PhD,35,31102,585,0
2096,62,37,Masters,48,72741,563,0
2097,56,38,Bachelors,29,70893,647,1
2098,41,18,Masters,39,61581,636,1
2099,58,36,PhD,48,73571,614,1
2100,69,49,Bachelors,58,92317,716,1
2101,58,37,HighSchool,33,66935,630,1
2102,18,0,Masters,52,34173,416,0
2103,43,18,Bachelors,42,41857,576,0
2104,50,27,Masters,44,77065,589,0
2105,28,3,Bachelors,50,40627,642,0
2106,22,0,Bachelors,39,34012,688,0
2107,56,37,Bachelors,42,57528,650,1
2108,58,40,Bachelors,32,75062,663,1
2109,58,39,Masters,52,99770,686,1
2110,52,33,HighSchool,48,63655,628,1
2111,34,14,Bachelors,34,40871,578,0
2112,20,0,Masters,25,26444,536,0
2113,22,2,Masters,23,32244,700,0
2114,66,41,PhD,26,51542,621,1
2115,38,19,Bachelors,50,62458,669,1
2116,30,11,Bachelors,58,31192,657,0
2117,55,31,HighSchool,48,73291,604,1
2118,69,44,HighSchool,36,84182,555,0
2119,49,29,Masters,52,58212,655,1
2120,59,37,Masters,54,80673,706,1
2121,53,31,PhD,27,101136,625,1
2122,49,31,Masters,52,64001,657,1
2123,22,0,Masters,26,42276,615,0
2124,58,38,Bachelors,26,74237,601,1
2125,50,28,Masters,53,47063,668,0
2126,57,36,Bachelors,40,89393,749,1
2127,68,48,Bachelors,59,88348,596,0
2128,51,26,PhD,37,63861,704,1
2129,37,14,Bachelors,39,41459,706,0
2130,65,42,PhD,39,68720,681,1
2131,44,26,PhD,23,71842,637,1
2132,69,49,PhD,37,113141,663,1
2133,31,9,Masters,43,59367,660,1
2134,42,19,Bachelors,33,40754,599,0
2135,35,16,HighSchool,35,62522,744,1
2136,64,39,HighSchool,44,67492,508,0
2137,49,28,Masters,58,66503,637,1
2138,21,0,Masters,54,12997,766,0
2139,25,0,Bachelors,24,15499,757,0
2140,44,24,Bachelors,57,62872,694,1
2141,23,0,Bachelors,40,9165,597,0
2142,34,12,HighSchool,28,43579,623,0
2143,68,45,Masters,48,88221,601,1
2144,38,13,Bachelors,49,43824,685,0
2145,63,41,Masters,58,86552,634,1
2146,25,1,PhD,45,43957,532,0
2147,51,33,Masters,21,20586,557,0
2148,50,27,PhD,38,44829,605,0
2149,65,46,HighSchool,55,95229,565,0
2150,69,50,PhD,59,91970,613,1
2151,22,0,Masters,49,5215,693,0
2152,65,45,Masters,24,89370,733,1
2153,47,23,HighSchool,45,59589,646,1
2154,42,24,HighSchool,34,55236,685,1
2155,32,9,PhD,32,42848,559,0
2156,40,20,Bachelors,29,55283,692,1
2157,19,1,Bachelors,54,34102,671,0
2158,38,17,Bachelors,32,44853,719,0
2159,35,14,Bachelors,42,79695,674,1
2160,46,27,PhD,21,35459,689,0
2161,65,44,PhD,23,65396,673,1
2162,31,7,HighSchool,25,53400,634,1
2163,55,36,Bachelors,33,85745,705,1
2164,56,33,Masters,46,89172,839,1
2165,69,46,PhD,36,49938,640,0
2166,19,1,PhD,46,11011,731,0
2167,40,17,Masters,24,20949,704,0
2168,37,16,HighSchool,44,54307,641,1
2169,35,12,HighSchool,29,48485,614,0
2170,18,0,Bachelors,28,19797,538,0
2171,21,0,Masters,43,12251,562,0
2172,44,24,Bachelors,53,88805,625,1
2173,69,49,Masters,27,87742,633,1
2174,31,9,PhD,60,28678,746,0
2175,57,34,HighSchool,21,51680,777,1
2176,20,0,PhD,22,1943,620,0
2177,64,44,Bachelors,26,112454,663,1
2178,23,0,HighSchool,27,44540,634,0
2179,44,19,Bachelors,58,60407,647,1
2180,48,23,Masters,28,47736,728,0
2181,57,38,PhD,51,80663,513,0
2182,30,10,Bachelors,52,72156,771,1
2183,32,13,HighSchool,45,44922,744,0
2184,33,12,Masters,31,42111,591,0
2185,63,38,Masters,28,67161,709,1
2186,27,9,PhD,60,58311,663,1
2187,29,11,Bachelors,60,77284,676,1
2188,28,4,Masters,20,15288,614,0
2189,40,19,PhD,48,73664,646,1
2190,34,9,HighSchool,37,31807,580,0
2191,39,16,Bachelors,36,33545,769,0
2192,67,42,HighSchool,41,83675,595,0
2193,68,45,PhD,21,87902,642,1
2194,32,7,HighSchool,27,24566,631,0
2195,40,18,PhD,47,22140,595,0
2196,50,30,PhD,52,81348,776,1
2197,32,14,Bachelors,42,23635,630,0
2198,54,36,Masters,54,83863,818,1
2199,51,31,Masters,30,73498,674,1
2200,58,37,Bachelors,54,99832,615,1
2201,30,8,HighSchool,45,33809,794,0
2202,44,19,PhD,40,78015,774,1
2203,18,0,Masters,55,31448,608,0
2204,64,45,HighSchool,46,98724,711,1
2205,28,7,PhD,30,28324,594,0
2206,30,9,Masters,24,43428,818,0
2207,26,2,HighSchool,57,47587,636,0
2208,46,26,Masters,40,70675,652,1
2209,37,18,PhD,34,45055,600,0
2210,25,0,Bachelors,24,45543,569,0
2211,64,41,Masters,22,52569,749,1
2212,25,0,PhD,57,48666,745,0
2213,68,43,Masters,34,75406,645,1
2214,64,41,Bachelors,51,104481,496,0
2215,44,26,HighSchool,37,75650,554,0
2216,34,11,PhD,36,50212,646,1
2217,24,0,Bachelors,57,17049,652,0
2218,60,38,HighSchool,51,54361,600,0
2219,42,18,HighSchool,58,81309,733,1
2220,59,40,HighSchool,27,86934,639,1
2221,55,31,PhD,22,48631,750,0
2222,47,29,PhD,60,72237,575,0
2223,19,0,Bachelors,21,17160,604,0
2224,36,12,HighSchool,49,55808,606,1
2225,70,47,Masters,35,82528,770,1
2226,38,13,Masters,30,51100,766,1
2227,53,30,PhD,42,70382,607,1
2228,49,30,Masters,42,50279,573,0
2229,32,9,Masters,26,44204,634,0
2230,43,20,PhD,60,67749,713,1
2231,34,9,Masters,41,54074,510,0
2232,66,46,Bachelors,40,96883,654,1
2233,37,15,Bachelors,45,47115,631,0
2234,23,4,PhD,36,43931,700,0
2235,40,16,Bachelors,44,82229,756,1
2236,70,48,HighSchool,40,105815,649,1
2237,20,0,Bachelors,37,41649,658,0
2238,62,41,Bachelors,34,53898,696,1
2239,27,9,Masters,35,70182,619,1
2240,48,23,PhD,55,45661,621,0
2241,44,24,PhD,60,38013,581,0
2242,42,20,Masters,36,41826,677,0
2243,33,10,Masters,24,46984,640,0
2244,70,49,Bachelors,26,112682,635,1
2245,50,25,Masters,26,64988,560,0
2246,64,41,Bachelors,49,80475,782,1
2247,47,22,PhD,57,29329,717,0
2248,28,10,PhD,55,29792,529,0
2249,48,28,HighSchool,42,88106,694,1
2250,54,32,HighSchool,58,52426,656,1
2251,26,2,Bachelors,48,28288,750,0
2252,37,14,Bachelors,56,58951,570,0
2253,44,24,Masters,20,59666,645,1
2254,66,43,HighSchool,24,64890,593,0
2255,64,44,Bachelors,35,108951,634,1
2256,29,9,HighSchool,51,44300,587,0
2257,24,0,PhD,46,21303,703,0
2258,39,19,HighSchool,39,40070,736,0
2259,34,9,HighSchool,31,39437,696,0
2260,40,21,Masters,48,59808,564,0
2261,19,1,HighSchool,43,34828,652,0
2262,51,33,HighSchool,40,68938,660,1
2263,54,31,HighSchool,31,74375,740,1
2264,29,8,Masters,26,60387,538,0
2265,56,33,Bachelors,48,65642,511,0
2266,29,9,PhD,21,11829,536,0
2267,68,49,Masters,38,107921,716,1
2268,55,35,HighSchool,51,80346,688,1
2269,57,34,PhD,55,90207,543,0
2270,25,6,Masters,35,30324,688,0
2271,70,45,Bachelors,45,92536,656,1
2272,48,29,HighSchool,40,83216,602,1
2273,62,38,Bachelors,38,70009,718,1
2274,30,8,PhD,45,37389,661,0
2275,19,0,HighSchool,40,12929,613,0
2276,37,12,Masters,23,36990,646,0
2277,23,1,Bachelors,40,31949,563,0
2278,21,0,PhD,32,18480,719,0
2279,70,46,Bachelors,52,74796,728,1
2280,31,12,PhD,31,62168,580,0
2281,22,1,PhD,33,12461,608,0
2282,20,0,Bachelors,27,29399,646,0
2283,33,10,Bachelors,44,51893,590,0
2284,43,25,Bachelors,29,41682,593,0
2285,34,10,Masters,33,62214,612,1
2286,35,11,HighSchool,46,53508,589,0
2287,30,5,Masters,58,66387,657,1
2288,20,0,Bachelors,34,36879,664,0
2289,28,3,HighSchool,31,24064,640,0
2290,65,43,PhD,38,71038,637,1
2291,54,32,HighSchool,27,41830,739,0
2292,30,11,PhD,32,77243,815,1
2293,48,23,HighSchool,27,59497,781,1
2294,29,10,HighSchool,35,29212,676,0
2295,65,45,PhD,58,94051,547,0
2296,50,29,Bachelors,40,69242,653,1
2297,27,4,Masters,31,28193,687,0
2298,59,41,PhD,44,89526,697,1
2299,22,1,Bachelors,60,46729,746,0
2300,46,28,PhD,24,72072,570,0
2301,36,16,Bachelors,55,60696,644,1
2302,61,42,PhD,53,65954,629,1
2303,28,5,Masters,22,36956,675,0
2304,32,14,PhD,20,17408,600,0
2305,67,48,Bachelors,60,113980,669,1
2306,19,0,PhD,38,25560,586,0
2307,65,44,PhD,59,90488,845,1
2308,58,33,PhD,29,38712,690,0
2309,32,12,Masters,60,47806,471,0
2310,42,20,Bachelors,43,55899,575,0
2311,37,17,HighSchool,49,28991,726,0
2312,32,8,Bachelors,60,26036,783,0
2313,44,20,PhD,48,44439,673,0
2314,41,18,Masters,45,67451,713,1
2315,33,12,Bachelors,56,61606,783,1
2316,60,37,PhD,55,98157,555,0
2317,41,19,Bachelors,45,60839,676,1
2318,59,34,Masters,59,69982,674,1
2319,39,19,PhD,53,26023,719,0
2320,19,0,PhD,56,30828,601,0
2321,65,45,PhD,56,92780,604,1
2322,44,21,PhD,35,61059,622,1
2323,49,26,HighSchool,26,60461,621,1
2324,18,0,Masters,25,14984,789,0
2325,30,10,Bachelors,39,51383,594,0
2326,38,13,PhD,41,44333,594,0
2327,24,4,Bachelors,30,17871,693,0
2328,57,33,Bachelors,55,60112,624,1
2329,35,14,HighSchool,29,51204,632,1
2330,20,0,PhD,50,28339,679,0
2331,19,0,PhD,57,22403,616,0
2332,19,0,Masters,41,63499,638,1
2333,22,2,Bachelors,59,35454,716,0
2334,27,8,Bachelors,60,37437,749,0
2335,68,49,Masters,58,113634,641,1
2336,57,33,Bachelors,43,78319,613,1
2337,35,17,PhD,40,56468,637,1
2338,33,11,Masters,48,61208,648,1
2339,35,10,HighSchool,41,36770,638,0
2340,57,39,HighSchool,39,54705,753,1
2341,42,18,HighSchool,37,48254,590,0
2342,69,45,PhD,41,95617,697,1
2343,34,13,PhD,38,43530,803,0
2344,60,41,Masters,52,87367,640,1
2345,26,7,Bachelors,24,38030,673,0
2346,54,33,HighSchool,24,69263,650,1
2347,69,46,HighSchool,29,50099,559,0
2348,47,24,HighSchool,59,83365,725,1
2349,30,11,Bachelors,25,39397,619,0
2350,45,24,Bachelors,23,52643,582,0
2351,58,37,PhD,32,69449,570,0
2352,63,43,PhD,38,80679,556,0
2353,21,0,Bachelors,52,44921,651,0
2354,30,8,Bachelors,54,37152,629,0
2355,25,6,Bachelors,31,51137,554,0
2356,32,12,PhD,60,58877,599,0
2357,44,22,Bachelors,47,60417,714,1
2358,33,15,Masters,38,49548,624,0
2359,22,0,Masters,23,6706,561,0
2360,23,0,HighSchool,25,16763,759,0
2361,41,22,Masters,40,34873,685,0
2362,48,25,PhD,39,62795,589,0
2363,65,44,Bachelors,57,100902,744,1
2364,44,19,PhD,40,80544,587,0
2365,43,18,PhD,48,70090,743,1
2366,42,18,HighSchool,28,53501,583,0
2367,58,38,PhD,43,104954,660,1
2368,60,40,Bachelors,57,94994,633,1
2369,19,0,PhD,29,27396,696,0
2370,49,25,Bachelors,39,75835,529,0
2371,35,14,Bachelors,51,38287,598,0
2372,45,25,PhD,23,52605,676,1
2373,38,13,Masters,29,47648,816,0
2374,69,48,PhD,51,105729,654,1
2375,28,5,Masters,59,36801,665,0
2376,26,4,Masters,43,48226,519,0
2377,41,16,HighSchool,21,30771,673,0
2378,31,8,Bachelors,40,20055,537,0
2379,48,26,Masters,56,74313,545,0
2380,26,3,Bachelors,57,19457,568,0
2381,33,8,PhD,21,23890,783,0
2382,42,22,Masters,25,37462,635,0
2383,64,42,HighSchool,48,77243,679,1
2384,67,45,Bachelors,43,89915,630,1
2385,33,12,HighSchool,40,33478,726,0
2386,53,33,Masters,40,58633,655,1
2387,52,31,Bachelors,58,64681,614,1
2388,21,0,Masters,35,34479,578,0
2389,70,52,Masters,36,96764,706,1
2390,19,0,HighSchool,43,792,683,0
2391,27,2,PhD,55,47869,713,0
2392,38,19,Masters,49,53688,758,1
2393,47,25,Bachelors,57,93024,776,1
2394,25,7,Masters,55,36691,655,0
2395,64,40,HighSchool,60,73844,674,1
2396,29,6,HighSchool,38,27293,755,0
2397,20,2,Bachelors,51,42877,660,0
2398,27,8,Bachelors,35,51982,686,1
2399,40,17,HighSchool,46,51040,672,1
2400,43,25,PhD,45,57049,567,0
2401,23,2,PhD,30,56139,752,1
2402,34,13,Bachelors,23,30734,579,0
2403,21,0,PhD,22,51004,680,1
2404,27,7,Masters,40,24218,714,0
2405,43,25,Masters,51,88799,666,1
2406,44,25,HighSchool,32,50919,624,1
2407,55,30,HighSchool,42,62697,561,0
2408,41,21,PhD,33,56149,656,1
2409,58,36,Masters,55,69228,699,1
2410,30,8,Masters,32,33777,698,0
2411,25,3,PhD,21,-7130,711,0
2412,60,36,Bachelors,31,83781,695,1
2413,24,3,Bachelors,56,39266,591,0
2414,62,41,Masters,43,60987,672,1
2415,32,10,Bachelors,52,49939,651,0
2416,29,6,Bachelors,51,56555,627,1
2417,38,13,PhD,58,53818,492,0
2418,48,26,Bachelors,24,35204,552,0
2419,19,1,HighSchool,37,43847,624,0
2420,42,22,HighSchool,23,38700,724,0
2421,45,22,HighSchool,37,54727,657,1
2422,67,49,HighSchool,39,100917,710,1
2423,69,48,HighSchool,60,94781,544,0
2424,19,0,Bachelors,20,44314,723,0
2425,47,25,Masters,21,51296,573,0
2426,64,44,Bachelors,24,68319,690,1
2427,20,0,PhD,49,351,748,0
2428,54,36,HighSchool,37,68342,542,0
2429,30,8,HighSchool,37,50124,639,1
2430,62,37,HighSchool,22,90959,555,0
2431,45,20,Bachelors,23,49432,679,0
2432,41,16,PhD,54,66725,737,1
2433,41,21,Masters,60,57901,685,1
2434,43,20,PhD,42,57520,610,1
2435,61,36,PhD,43,82291,642,1
2436,34,14,Masters,42,39373,589,0
2437,52,32,HighSchool,41,40994,644,0
2438,58,38,Masters,54,65138,564,0
2439,69,49,Bachelors,45,105914,685,1
2440,25,7,HighSchool,56,80211,654,1
2441,60,40,Bachelors,41,67019,654,1
2442,69,46,PhD,53,82825,591,0
2443,54,31,PhD,26,68263,749,1
2444,27,6,HighSchool,52,48213,572,0
2445,22,0,Bachelors,45,30148,695,0
2446,58,39,Bachelors,21,85596,655,1
2447,31,11,HighSchool,24,39605,821,0
2448,45,22,PhD,20,48318,594,0
2449,42,19,Bachelors,39,36463,690,0
2450,48,30,PhD,22,48639,650,0
2451,34,9,PhD,54,48949,577,0
2452,55,32,PhD,21,36654,772,0
2453,66,47,PhD,36,81191,642,1
2454,64,45,PhD,44,87133,597,0
2455,48,30,Masters,39,45560,614,0
2456,46,25,PhD,26,65646,652,1
2457,61,43,PhD,24,62069,648,1
2458,62,38,HighSchool,36,56463,594,0
2459,49,29,PhD,38,68789,634,1
2460,56,33,PhD,27,52441,480,0
2461,22,1,PhD,51,36589,719,0
2462,65,45,PhD,22,77158,697,1
2463,61,36,Bachelors,48,90691,491,0
2464,25,6,Bachelors,28,63722,793,1
2465,56,38,PhD,51,65347,730,1
2466,19,0,HighSchool,46,21835,659,0
2467,53,29,HighSchool,24,88248,724,1
2468,60,37,PhD,45,66712,647,1
2469,26,7,HighSchool,30,45659,673,0
2470,30,5,Masters,55,42044,675,0
2471,68,48,PhD,27,75551,631,1
2472,27,5,Bachelors,45,44763,651,0
2473,68,50,HighSchool,53,85863,569,0
2474,18,0,Bachelors,40,58158,583,0
2475,69,48,Bachelors,50,82283,656,1
2476,29,5,HighSchool,29,19952,530,0
2477,27,8,PhD,52,51011,648,1
2478,28,7,PhD,60,39478,688,0
2479,34,10,HighSchool,47,58809,666,1
2480,43,25,Bachelors,43,47052,710,0
2481,32,12,PhD,59,69107,623,1
2482,44,24,Bachelors,58,48768,639,0
2483,22,0,HighSchool,46,39575,661,0
2484,67,47,HighSchool,43,87214,705,1
2485,59,36,Masters,54,52843,553,0
2486,48,23,PhD,57,53230,500,0
2487,56,36,PhD,41,90132,693,1
2488,39,20,Masters,60,60637,705,1
2489,36,15,Masters,40,66180,600,0
2490,40,18,Bachelors,41,38548,642,0
2491,34,10,Bachelors,59,56048,625,1
2492,67,45,Bachelors,43,82470,563,0
2493,31,6,Bachelors,27,30426,508,0
2494,58,37,Bachelors,58,88817,522,0
2495,29,4,Masters,35,16780,720,0
2496,54,29,Masters,29,63327,677,1
2497,25,1,PhD,20,52261,701,1
2498,34,9,PhD,55,36844,621,0
2499,54,30,Bachelors,37,82141,673,1
2500,49,30,PhD,47,64365,673,1
2501,29,10,Masters,23,44437,656,0
2502,24,2,Bachelors,26,50611,602,1
2503,31,13,HighSchool,20,73078,773,1
2504,64,42,Masters,47,85119,699,1
2505,56,34,Masters,35,82334,722,1
2506,38,17,Bachelors,44,59624,742,1
2507,28,9,Masters,51,54096,687,1
2508,44,23,Bachelors,49,37871,556,0
2509,32,10,HighSchool,20,38908,709,0
2510,55,31,PhD,33,70349,784,1
2511,44,19,PhD,29,50494,581,0
2512,57,33,HighSchool,54,76760,602,1
2513,61,36,PhD,53,77418,661,1
2514,50,26,PhD,58,70914,687,1
2515,22,0,Bachelors,45,36966,708,0
2516,43,21,Bachelors,38,68370,609,1
2517,48,30,Bachelors,24,37486,687,0
2518,42,19,Masters,44,71927,659,1
2519,46,22,HighSchool,47,60165,700,1
2520,41,19,PhD,30,66202,769,1
2521,59,38,HighSchool,44,62075,739,1
2522,23,3,HighSchool,59,39680,628,0
2523,23,1,PhD,29,21955,783,0
2524,35,15,Bachelors,46,44935,728,0
2525,32,13,HighSchool,56,37581,548,0
2526,65,45,Masters,55,75036,663,1
2527,28,7,HighSchool,32,33199,633,0
2528,67,48,Masters,31,61424,624,1
2529,53,30,Bachelors,29,55268,640,1
2530,68,50,Masters,30,90845,566,0
2531,19,1,PhD,28,38008,718,0
2532,26,5,Masters,56,46256,573,0
2533,47,27,HighSchool,35,73642,731,1
2534,20,1,PhD,28,46271,650,0
2535,69,44,PhD,55,74557,631,1
2536,51,26,Masters,58,43320,587,0
2537,43,21,PhD,30,36549,648,0
2538,69,51,Bachelors,24,76773,610,1
2539,37,18,PhD,44,44479,697,0
2540,38,13,Bachelors,21,47461,768,0
2541,66,46,PhD,57,98584,537,0
2542,59,37,PhD,35,95077,767,1
2543,46,24,PhD,45,45891,666,0
2544,31,6,Bachelors,46,51895,636,1
2545,27,8,Masters,43,58353,675,1
2546,42,18,HighSchool,58,51412,774,1
2547,53,28,HighSchool,50,80859,675,1
2548,37,17,HighSchool,26,62577,737,1
2549,35,17,HighSchool,52,59557,733,1
2550,19,0,PhD,41,37299,575,0
2551,57,34,Masters,43,90878,676,1
2552,25,0,PhD,47,34448,631,0
2553,67,48,Bachelors,44,79341,747,1
2554,64,42,Bachelors,29,79853,603,1
2555,57,33,Masters,45,73936,670,1
2556,18,0,Bachelors,46,19658,619,0
2557,70,50,PhD,55,54896,561,0
2558,31,13,HighSchool,30,52044,607,1
2559,48,29,Bachelors,49,77273,628,1
2560,61,36,HighSchool,25,57406,538,0
2561,39,16,PhD,36,33270,608,0
2562,70,47,Masters,53,104991,737,1
2563,63,41,Bachelors,34,85748,581,0
2564,35,12,Masters,51,95238,613,1
2565,21,0,Masters,26,36366,570,0
2566,68,47,Bachelors,49,119435,560,0
2567,62,39,PhD,45,68538,680,1
2568,23,2,Bachelors,59,5894,668,0
